sim_num,date,virus_id,virus,outbreak_size
1,0,0,Measles,3
1,1,0,Measles,3
1,2,0,Measles,3
1,3,0,Measles,3
1,4,0,Measles,3
1,5,0,Measles,3
1,6,0,Measles,3
1,7,0,Measles,3
1,8,0,Measles,4
1,9,0,Measles,4
1,10,0,Measles,4
1,11,0,Measles,4
1,12,0,Measles,4
1,13,0,Measles,7
1,14,0,Measles,8
1,15,0,Measles,9
1,16,0,Measles,10
1,17,0,Measles,12
1,18,0,Measles,13
1,19,0,Measles,14
1,20,0,Measles,14
1,21,0,Measles,14
1,22,0,Measles,14
1,23,0,Measles,16
1,24,0,Measles,18
1,25,0,Measles,19
1,26,0,Measles,20
1,27,0,Measles,20
1,28,0,Measles,20
1,29,0,Measles,21
1,30,0,Measles,22
1,31,0,Measles,23
1,32,0,Measles,23
1,33,0,Measles,24
1,34,0,Measles,24
1,35,0,Measles,24
1,36,0,Measles,24
1,37,0,Measles,24
1,38,0,Measles,25
1,39,0,Measles,25
1,40,0,Measles,26
1,41,0,Measles,26
1,42,0,Measles,28
1,43,0,Measles,28
1,44,0,Measles,28
1,45,0,Measles,30
1,46,0,Measles,30
1,47,0,Measles,31
1,48,0,Measles,32
1,49,0,Measles,33
1,50,0,Measles,33
1,51,0,Measles,33
1,52,0,Measles,33
1,53,0,Measles,33
1,54,0,Measles,34
1,55,0,Measles,36
1,56,0,Measles,36
1,57,0,Measles,36
1,58,0,Measles,36
1,59,0,Measles,36
1,60,0,Measles,36
2,0,0,Measles,3
2,1,0,Measles,3
2,2,0,Measles,3
2,3,0,Measles,3
2,4,0,Measles,3
2,5,0,Measles,3
2,6,0,Measles,3
2,7,0,Measles,3
2,8,0,Measles,3
2,9,0,Measles,3
2,10,0,Measles,3
2,11,0,Measles,3
2,12,0,Measles,3
2,13,0,Measles,3
2,14,0,Measles,3
2,15,0,Measles,3
2,16,0,Measles,3
2,17,0,Measles,3
2,18,0,Measles,3
2,19,0,Measles,3
2,20,0,Measles,3
2,21,0,Measles,3
2,22,0,Measles,3
2,23,0,Measles,3
2,24,0,Measles,3
2,25,0,Measles,3
2,26,0,Measles,3
2,27,0,Measles,3
2,28,0,Measles,3
2,29,0,Measles,3
2,30,0,Measles,3
2,31,0,Measles,3
2,32,0,Measles,3
2,33,0,Measles,3
2,34,0,Measles,3
2,35,0,Measles,3
2,36,0,Measles,3
2,37,0,Measles,3
2,38,0,Measles,3
2,39,0,Measles,3
2,40,0,Measles,3
2,41,0,Measles,3
2,42,0,Measles,3
2,43,0,Measles,3
2,44,0,Measles,3
2,45,0,Measles,4
2,46,0,Measles,5
2,47,0,Measles,5
2,48,0,Measles,6
2,49,0,Measles,6
2,50,0,Measles,6
2,51,0,Measles,6
2,52,0,Measles,6
2,53,0,Measles,6
2,54,0,Measles,6
2,55,0,Measles,6
2,56,0,Measles,6
2,57,0,Measles,6
2,58,0,Measles,6
2,59,0,Measles,6
2,60,0,Measles,6
3,0,0,Measles,3
3,1,0,Measles,3
3,2,0,Measles,3
3,3,0,Measles,3
3,4,0,Measles,3
3,5,0,Measles,3
3,6,0,Measles,3
